,c1,c2
0,gad,about
1,knock,about
2,turn,about
3,race,about
4,walk,about
5,run,about
6,round,about
7,roust,about
8,lay,about
9,walk,abouts
10,roust,abouts
11,run,abouts
12,turn,abouts
13,round,abouts
14,where,abouts
15,over,abundance
16,head,ache
17,belly,ache
18,heart,ache
19,ear,ache
20,back,ache
21,stomach,ache
22,tooth,ache
23,head,aches
24,heart,aches
25,belly,aches
26,ear,aches
27,stomach,aches
28,tooth,aches
29,back,aches
30,over,achiever
31,under,achiever
32,under,achievers
33,over,achievers
34,wise,acre
35,wise,acres
36,over,acting
37,play,acting
38,over,activity
39,play,actor
40,sides,addle
41,packs,addle
42,sides,addles
43,packs,addles
44,here,after
45,mid,afternoon
46,here,afters
47,over,age
48,news,agent
49,news,agents
50,over,ages
51,barm,aid
52,barm,aids
53,lugs,ail
54,gaffs,ail
55,tops,ail
56,pent,ail
57,paras,ail
58,stays,ail
59,heads,ail
60,triplet,ail
61,mains,ail
62,pint,ail
63,paras,ailing
64,lugs,ails
65,mains,ails
66,tops,ails
67,mid,air
68,rep,airman
69,rep,airmen
70,wholes,ale
71,wholes,ales
72,catch,all
73,carry,all
74,cover,all
75,hold,all
76,over,all
77,sing,along
78,tag,along
79,fired,amp
80,choked,amp
81,greens,and
82,over,anxiety
83,may,apple
84,bake,apple
85,crab,apple
86,pine,apple
87,pine,apples
88,over,appraisal
89,yard,arm
90,fire,arm
91,yard,arms
92,fire,arms
93,turn,around
94,wrap,around
95,pot,ash
96,dumb,ass
97,jack,ass
98,jack,asses
99,counter,attraction
100,grand,aunt
101,grand,aunts
102,chin,aware
103,break,away
104,stow,away
105,straight,away
106,get,away
107,cast,away
108,throw,away
109,tear,away
110,take,away
111,cut,away
112,run,away
113,give,away
114,hide,away
115,are,away
116,walk,away
117,walk,aways
118,hide,aways
119,run,aways
120,cut,aways
121,cast,aways
122,get,aways
123,straight,aways
124,break,aways
125,give,aways
126,stow,aways
127,brad,awl
128,brad,awls
129,pole,axe
130,pick,axe
131,broad,axe
132,break,axe
133,pick,axes
134,pole,axes
135,cry,babies
136,bush,baby
137,cry,baby
138,razor,back
139,die,back
140,crook,back
141,prickle,back
142,sling,back
143,wet,back
144,throw,back
145,canvas,back
146,paper,back
147,claw,back
148,feed,back
149,hump,back
150,full,back
151,kick,back
152,flash,back
153,half,back
154,grey,back
155,green,back
156,fat,back
157,buy,back
158,lobster,back
159,blow,back
160,tie,back
161,hard,back
162,hunch,back
163,quarter,back
164,out,back
165,fall,back
166,touch,back
167,cut,back
168,roll,back
169,horse,back
170,corner,back
171,draw,back
172,hatch,back
173,call,back
174,saddle,back
175,diamond,back
176,leather,back
177,piggy,back
178,pay,back
179,gray,back
180,hog,back
181,play,back
182,tail,back
183,set,back
184,wing,back
185,moss,back
186,fin,back
187,pull,back
188,soft,back
189,silver,back
190,line,backer
191,line,backers
192,half,backs
193,call,backs
194,piggy,backs
195,tie,backs
196,tail,backs
197,cut,backs
198,hump,backs
199,hog,backs
200,play,backs
201,quarter,backs
202,hard,backs
203,full,backs
204,pay,backs
205,green,backs
206,diamond,backs
207,razor,backs
208,out,backs
209,hunch,backs
210,roll,backs
211,pull,backs
212,flash,backs
213,kick,backs
214,canvas,backs
215,moss,backs
216,hatch,backs
217,draw,backs
218,paper,backs
219,buy,backs
220,chaw,bacon
221,school,bag
222,bean,bag
223,gas,bag
224,feed,bag
225,money,bag
226,hand,bag
227,game,bag
228,saddle,bag
229,kit,bag
230,carpet,bag
231,sick,bag
232,sand,bag
233,work,bag
234,flea,bag
235,wind,bag
236,mail,bag
237,post,bag
238,rag,bag
239,nose,bag
240,sea,bag
241,carpet,bagger
242,sand,bagger
243,nose,bags
244,saddle,bags
245,feed,bags
246,mail,bags
247,carpet,bags
248,wind,bags
249,gas,bags
250,post,bags
251,bean,bags
252,sand,bags
253,hand,bags
254,flea,bags
255,money,bags
256,school,bags
257,white,bait
258,crow,bait
259,hard,bake
260,clam,bake
261,clam,bakes
262,beach,ball
263,ground,ball
264,hard,ball
265,butter,ball
266,goof,ball
267,base,ball
268,basket,ball
269,racquet,ball
270,stick,ball
271,hand,ball
272,eye,ball
273,pin,ball
274,hair,ball
275,earth,ball
276,knuckle,ball
277,moth,ball
278,fire,ball
279,spit,ball
280,grease,ball
281,fast,ball
282,foot,ball
283,sour,ball
284,net,ball
285,odd,ball
286,punch,ball
287,volley,ball
288,puff,ball
289,tether,ball
290,brandy,ball
291,bean,ball
292,meat,ball
293,paint,ball
294,push,ball
295,cannon,ball
296,high,ball
297,screw,ball
298,blow,ball
299,track,ball
300,snow,ball
301,black,ball
302,soft,ball
303,basket,balls
304,foot,balls
305,high,balls
306,base,balls
307,butter,balls
308,soft,balls
309,fast,balls
310,meat,balls
311,screw,balls
312,hand,balls
313,puff,balls
314,spit,balls
315,cannon,balls
316,odd,balls
317,racquet,balls
318,eye,balls
319,fire,balls
320,moth,balls
321,track,balls
322,black,balls
323,snow,balls
324,hair,balls
325,volley,balls
326,bee,balm
327,neck,band
328,nose,band
329,waist,band
330,arm,band
331,sweat,band
332,head,band
333,back,band
334,belly,band
335,train,band
336,hat,band
337,rib,band
338,wave,band
339,watch,band
340,wrist,band
341,watch,bands
342,arm,bands
343,hat,bands
344,wrist,bands
345,head,bands
346,sweat,bands
347,waist,bands
348,neck,bands
349,train,bandsman
350,sow,bane
351,flea,bane
352,rats,bane
353,leopard,bane
354,wolf,bane
355,hen,bane
356,bug,bane
357,dog,bane
358,wolfs,bane
359,whiz,bang
360,whizz,bang
361,whizz,bangs
362,fog,bank
363,sand,bank
364,river,bank
365,snow,bank
366,sand,banks
367,snow,banks
368,river,banks
369,bus,bar
370,draw,bar
371,toll,bar
372,cross,bar
373,sand,bar
374,side,bar
375,handle,bar
376,crow,bar
377,birch,bark
378,shell,bark
379,shag,bark
380,stringy,bark
381,lace,bark
382,rope,bark
383,tan,bark
384,cramp,bark
385,smooth,bark
386,cow,barn
387,hand,barrow
388,wheel,barrow
389,wheel,barrows
390,hand,barrows
391,side,bars
392,cross,bars
393,handle,bars
394,crow,bars
395,sand,bars
396,data,base
397,fire,base
398,wheel,base
399,wheel,bases
400,data,bases
401,hand,basin
402,wash,basin
403,wash,basins
404,work,basket
405,bread,basket
406,hand,basket
407,waste,basket
408,work,baskets
409,bread,baskets
410,waste,baskets
411,bull,bat
412,ding,bat
413,brick,bat
414,blood,bath
415,foot,bath
416,bird,bath
417,eye,bath
418,sun,bather
419,sun,bathers
420,bird,baths
421,blood,baths
422,ding,bats
423,brick,bats
424,rose,bay
425,sick,bay
426,sick,bays
427,gross,beak
428,half,beak
429,horn,beam
430,sun,beam
431,moon,beam
432,cross,beam
433,sun,beams
434,cross,beams
435,moon,beams
436,butter,bean
437,soy,bean
438,buck,bean
439,bog,bean
440,horse,bean
441,screw,bean
442,soy,beans
443,bug,bear
444,grey,beard
445,gray,beard
446,crown,beard
447,goats,beard
448,long,beard
449,gray,beards
450,train,bearer
451,pall,bearer
452,mace,bearer
453,cup,bearer
454,tale,bearer
455,torch,bearer
456,tale,bearers
457,torch,bearers
458,pall,bearers
459,child,bearing
460,bug,bears
461,down,beat
462,heart,beat
463,back,beat
464,drum,beat
465,dead,beat
466,drum,beater
467,egg,beater
468,gold,beater
469,egg,beaters
470,off,beats
471,heart,beats
472,dead,beats
473,down,beats
474,drum,beats
475,sea,bed
476,day,bed
477,feather,bed
478,flat,bed
479,sick,bed
480,flower,bed
481,death,bed
482,river,bed
483,child,bed
484,stream,bed
485,hot,bed
486,seed,bed
487,road,bed
488,feather,bedding
489,death,beds
490,day,beds
491,road,beds
492,flat,beds
493,sick,beds
494,river,beds
495,flower,beds
496,sea,beds
497,hot,beds
498,seed,beds
499,honey,bee
500,free,bee
501,bumble,bee
502,humble,bee
503,honey,bees
504,bumble,bees
505,black,beetle
506,lady,beetle
507,well,being
508,cow,bell
509,door,bell
510,hare,bell
511,snow,bell
512,bar,bell
513,dumb,bell
514,hand,bell
515,amber,bell
516,blue,bell
517,under,bellies
518,pot,bellies
519,coral,bells
520,dumb,bells
521,bar,bells
522,honey,bells
523,cow,bells
524,hare,bells
525,door,bells
526,blue,bells
527,sow,belly
528,under,belly
529,red,belly
530,pot,belly
531,green,belt
532,seat,belt
533,shelter,belt
534,green,belts
535,back,bench
536,work,bench
537,cross,bench
538,work,benches
539,back,benches
540,back,bend
541,hell,bender
542,methyl,benzene
543,vinyl,benzene
544,alkyl,benzene
545,ice,berg
546,ice,bergs
547,goose,berries
548,straw,berries
549,bay,berries
550,black,berries
551,dew,berries
552,bar,berries
553,blue,berries
554,rasp,berries
555,elder,berries
556,wine,berry
557,sugar,berry
558,bunch,berry
559,bay,berry
560,longan,berry
561,blood,berry
562,box,berry
563,twin,berry
564,bar,berry
565,jam,berry
566,cow,berry
567,china,berry
568,cracker,berry
569,dangle,berry
570,tea,berry
571,ink,berry
572,partridge,berry
573,dew,berry
574,elder,berry
575,shad,berry
576,sun,berry
577,salmon,berry
578,rowan,berry
579,coral,berry
580,sparkle,berry
581,grouse,berry
582,hag,berry
583,snow,berry
584,fox,berry
585,gall,berry
586,ling,berry
587,ground,berry
588,winter,berry
589,bane,berry
590,blue,berry
591,red,berry
592,cloud,berry
593,spice,berry
594,candle,berry
595,hack,berry
596,whin,berry
597,male,berry
598,poison,berry
599,sand,berry
600,bear,berry
601,silver,berry
602,soap,berry
603,meal,berry
604,spindle,berry
605,crow,berry
606,snake,berry
607,service,berry
608,checker,berry
609,straw,berry
610,rouge,berry
611,thimble,berry
612,rasp,berry
613,deer,berry
614,wonder,berry
615,marl,berry
616,coffee,berry
617,black,berry
618,goose,berry
619,wax,berry
620,over,bid
621,over,bids
622,motor,bike
623,motor,bikes
624,boat,bill
625,thorn,bill
626,broad,bill
627,open,bill
628,hawks,bill
629,cross,bill
630,saw,bill
631,ivory,bill
632,saddle,bill
633,spoon,bill
634,hand,bill
635,razor,bill
636,blue,bill
637,way,bill
638,horn,bill
639,cranes,bill
640,shoe,bill
641,play,bill
642,storks,bill
643,hawk,bill
644,duck,bill
645,hill,billies
646,play,bills
647,duck,bills
648,hand,bills
649,way,bills
650,razor,bills
651,spoon,bills
652,hill,billy
653,litter,bin
654,dust,bin
655,ash,bin
656,coal,bin
657,waste,bin
658,book,binder
659,high,binder
660,spell,binder
661,book,binderies
662,spell,binders
663,book,binders
664,book,bindery
665,book,binding
666,dust,bins
667,butcher,bird
668,cedar,bird
669,surf,bird
670,sea,bird
671,yellow,bird
672,tailor,bird
673,blue,bird
674,shoe,bird
675,love,bird
676,black,bird
677,song,bird
678,thunder,bird
679,tropic,bird
680,cow,bird
681,lady,bird
682,jail,bird
683,whirly,bird
684,puff,bird
685,cat,bird
686,oil,bird
687,bower,bird
688,stink,bird
689,jay,bird
690,oven,bird
691,hang,bird
692,ant,bird
693,water,bird
694,lyre,bird
695,dicky,bird
696,snake,bird
697,reed,bird
698,rifle,bird
699,bell,bird
700,moor,bird
701,stilt,bird
702,weaver,bird
703,snow,bird
704,rice,bird
705,rail,bird
706,yard,bird
707,dickey,bird
708,fire,bird
709,red,bird
710,king,bird
711,mocking,bird
712,humming,bird
713,night,bird
714,shore,bird
715,scrub,bird
716,lady,birds
717,black,birds
718,oven,birds
719,lyre,birds
720,love,birds
721,red,birds
722,snow,birds
723,shore,birds
724,humming,birds
725,song,birds
726,jay,birds
727,cat,birds
728,cow,birds
729,sea,birds
730,mocking,birds
731,jail,birds
732,whirly,birds
733,water,birds
734,blue,birds
735,child,birth
736,still,birth
737,after,birth
738,after,births
739,child,births
740,still,births
741,frog,bit
742,hen,bit
743,hawk,bit
744,snake,bite
745,over,bite
746,frost,bite
747,back,biter
748,back,biters
749,snake,bites
750,over,bites
751,frost,bites
752,rare,bits
753,boot,black
754,shoe,black
755,lamp,black
756,boot,blacks
757,gall,bladder
758,gall,bladders
759,razor,blade
760,switch,blade
761,switch,blades
762,roller,blading
763,sand,blast
764,back,blast
765,plasma,blast
766,sand,blaster
767,sand,blasters
768,sand,blasts
769,trail,blazer
770,trail,blazers
771,nose,bleed
772,nose,bleeds
773,loan,blend
774,horn,blende
775,eel,blenny
776,snake,blenny
777,pike,blenny
778,sun,blind
779,snow,blindness
780,road,block
781,breech,block
782,cell,block
783,sun,block
784,sun,blocks
785,road,blocks
786,pure,blood
787,life,blood
788,checker,bloom
789,ink,blot
790,ink,blots
791,death,blow
792,glass,blower
793,whistle,blower
794,glass,blowers
795,death,blows
796,lap,board
797,paste,board
798,centre,board
799,floor,board
800,game,board
801,ply,board
802,plug,board
803,shuffle,board
804,cup,board
805,patch,board
806,paper,board
807,gang,board
808,score,board
809,spring,board
810,clap,board
811,flash,board
812,clapper,board
813,finger,board
814,side,board
815,mop,board
816,cheese,board
817,bill,board
818,mold,board
819,plaster,board
820,weather,board
821,buck,board
822,sound,board
823,punch,board
824,chalk,board
825,tail,board
826,match,board
827,black,board
828,straw,board
829,fall,board
830,mill,board
831,head,board
832,poster,board
833,dart,board
834,wake,board
835,cork,board
836,key,board
837,duck,board
838,drain,board
839,shovel,board
840,switch,board
841,gar,board
842,snow,board
843,splash,board
844,skate,board
845,chip,board
846,hard,board
847,dash,board
848,sign,board
849,checker,board
850,mould,board
851,sea,board
852,card,board
853,back,board
854,bread,board
855,star,board
856,wall,board
857,surf,board
858,clip,board
859,foot,board
860,peg,board
861,fibre,board
862,base,board
863,fiber,board
864,teeter,board
865,work,board
866,center,board
867,wash,board
868,chess,board
869,mortar,board
870,dagger,board
871,high,board
872,snow,boarder
873,skate,boarder
874,surf,boarder
875,skate,boarders
876,snow,boarders
877,skate,boarding
878,surf,boarding
879,snow,boarding
880,flash,boarding
881,weather,boarding
882,bread,boards
883,buck,boards
884,chess,boards
885,peg,boards
886,floor,boards
887,switch,boards
888,sound,boards
889,checker,boards
890,clap,boards
891,back,boards
892,black,boards
893,clapper,boards
894,drain,boards
895,cup,boards
896,lap,boards
897,wash,boards
898,cheese,boards
899,sea,boards
900,score,boards
901,tail,boards
902,chalk,boards
903,head,boards
904,skate,boards
905,mold,boards
906,clip,boards
907,sign,boards
908,shuffle,boards
909,spring,boards
910,base,boards
911,mortar,boards
912,bill,boards
913,dart,boards
914,weather,boards
915,finger,boards
916,center,boards
917,snow,boards
918,key,boards
919,surf,boards
920,side,boards
921,dash,boards
922,bare,boat
923,bum,boat
924,mail,boat
925,flat,boat
926,ferry,boat
927,gun,boat
928,show,boat
929,pig,boat
930,speed,boat
931,fire,boat
932,keel,boat
933,life,boat
934,cat,boat
935,whale,boat
936,motor,boat
937,power,boat
938,surf,boat
939,narrow,boat
940,house,boat
941,ice,boat
942,sail,boat
943,row,boat
944,sauce,boat
945,tug,boat
946,tow,boat
947,steam,boat
948,long,boat
949,bare,boating
950,sail,boats
951,flat,boats
952,whale,boats
953,steam,boats
954,long,boats
955,house,boats
956,ice,boats
957,cat,boats
958,tug,boats
959,speed,boats
960,power,boats
961,life,boats
962,row,boats
963,show,boats
964,tow,boats
965,ferry,boats
966,motor,boats
967,gun,boats
968,ski,bob
969,ski,bobs
970,under,bodice
971,busy,bodies
972,dogs,bodies
973,home,bodies
974,some,bodies
975,home,body
976,dogs,body
977,under,body
978,black,body
979,some,body
980,busy,body
981,gum,boil
982,pot,boiler
983,pot,boilers
984,gum,boils
985,king,bolt
986,dead,bolt
987,thunder,bolt
988,thunder,bolts
989,dead,bolts
990,fire,bomb
991,fire,bombs
992,fish,bone
993,whale,bone
994,hip,bone
995,back,bone
996,breast,bone
997,collar,bone
998,heel,bone
999,jaw,bone
1000,herring,bone
1001,red,bone
1002,shin,bone
1003,aitch,bone
1004,marrow,bone
1005,ankle,bone
1006,wish,bone
1007,cheek,bone
1008,thigh,bone
1009,thigh,bones
1010,lazy,bones
1011,jaw,bones
1012,cheek,bones
1013,ankle,bones
1014,herring,bones
1015,cross,bones
1016,wish,bones
1017,back,bones
1018,hip,bones
1019,shin,bones
1020,saw,bones
1021,breast,bones
1022,knuckle,bones
1023,collar,bones
1024,marrow,bones
1025,sun,bonnet
1026,blue,bonnet
1027,blue,bonnets
1028,sun,bonnets
1029,year,book
1030,cook,book
1031,prayer,book
1032,bank,book
1033,cheque,book
1034,text,book
1035,horn,book
1036,pass,book
1037,log,book
1038,day,book
1039,phone,book
1040,hand,book
1041,guide,book
1042,check,book
1043,word,book
1044,road,book
1045,hymn,book
1046,song,book
1047,story,book
1048,stud,book
1049,school,book
1050,case,book
1051,scrap,book
1052,note,book
1053,work,book
1054,copy,book
1055,match,book
1056,play,book
1057,prompt,book
1058,pocket,book
1059,sketch,book
1060,stud,books
1061,story,books
1062,case,books
1063,sketch,books
1064,scrap,books
1065,bank,books
1066,match,books
1067,work,books
1068,year,books
1069,log,books
1070,copy,books
1071,pass,books
1072,hand,books
1073,cook,books
1074,text,books
1075,hymn,books
1076,check,books
1077,word,books
1078,note,books
1079,pocket,books
1080,school,books
1081,song,books
1082,guide,books
1083,jib,boom
1084,jack,boot
1085,toll,booth
1086,toll,booths
1087,jack,boots
1088,sly,boots
1089,smooth,bore
1090,wood,borer
1091,first,born
1092,new,born
1093,under,boss
1094,blue,bottle
1095,green,bottle
1096,blue,bottles
1097,home,bound
1098,long,bow
1099,rain,bow
1100,saddle,bow
1101,cross,bow
1102,hand,bow
1103,wash,bowl
1104,fish,bowl
1105,fish,bowls
1106,wash,bowls
1107,long,bowman
1108,long,bows
1109,cross,bows
1110,rain,bows
1111,juke,box
1112,band,box
1113,tool,box
1114,work,box
1115,soap,box
1116,match,box
1117,lock,box
1118,paint,box
1119,horse,box
1120,cash,box
1121,sky,box
1122,hot,box
1123,rattle,box
1124,post,box
1125,tinder,box
1126,sand,box
1127,mail,box
1128,hat,box
1129,ice,box
1130,pill,box
1131,sweat,box
1132,chatter,box
1133,play,box
1134,gear,box
1135,snuff,box
1136,shoe,box
1137,deed,box
1138,strong,box
1139,fire,box
1140,salt,box
1141,sound,box
1142,bread,box
1143,chatter,boxes
1144,tinder,boxes
1145,hot,boxes
1146,snuff,boxes
1147,ice,boxes
1148,match,boxes
1149,fire,boxes
1150,paint,boxes
1151,post,boxes
1152,gear,boxes
1153,bread,boxes
1154,salt,boxes
1155,pill,boxes
1156,band,boxes
1157,sand,boxes
1158,juke,boxes
1159,tool,boxes
1160,hat,boxes
1161,strong,boxes
1162,soap,boxes
1163,mail,boxes
1164,shadow,boxing
1165,bell,boy
1166,school,boy
1167,page,boy
1168,plow,boy
1169,home,boy
1170,sand,boy
1171,pot,boy
1172,news,boy
1173,cow,boy
1174,day,boy
1175,dough,boy
1176,paper,boy
1177,play,boy
1178,tall,boy
1179,low,boy
1180,plough,boy
1181,high,boy
1182,bus,boy
1183,stable,boy
1184,choir,boy
1185,tom,boy
1186,link,boy
1187,bully,boy
1188,tall,boys
1189,bus,boys
1190,bell,boys
1191,school,boys
1192,choir,boys
1193,home,boys
1194,cow,boys
1195,page,boys
1196,play,boys
1197,news,boys
1198,paper,boys
1199,low,boys
1200,bully,boys
1201,boot,boys
1202,high,boys
1203,tom,boys
1204,mid,brain
1205,hind,brain
1206,bird,brain
1207,scatter,brain
1208,bird,brains
1209,scatter,brains
1210,cane,brake
1211,air,brake
1212,cane,brakes
1213,fire,brand
1214,fire,brands
1215,fire,brat
1216,sow,bread
1217,flat,bread
1218,corn,bread
1219,sweet,bread
1220,short,bread
1221,ginger,bread
1222,bee,bread
1223,sweet,breads
1224,finger,breadth
1225,hairs,breadth
1226,hand,breadth
1227,hands,breadth
1228,hairs,breadths
1229,prison,break
1230,fire,break
1231,jail,break
1232,day,break
1233,news,break
1234,heart,break
1235,wind,break
1236,gaol,break
1237,strike,breaker
1238,safe,breaker
1239,ice,breaker
1240,middle,breaker
1241,ground,breaker
1242,jaw,breaker
1243,law,breaker
1244,heart,breaker
1245,house,breaker
1246,wind,breaker
1247,tie,breaker
1248,law,breakers
1249,tie,breakers
1250,house,breakers
1251,ice,breakers
1252,strike,breakers
1253,wind,breakers
1254,jaw,breakers
1255,house,breaking
1256,strike,breaking
1257,ground,breaking
1258,jail,breaks
1259,fire,breaks
1260,heart,breaks
1261,wind,breaks
1262,red,breast
1263,red,breasts
1264,pure,bred
1265,thorough,bred
1266,cross,breed
1267,mouth,breeder
1268,cross,breeding
1269,cross,breeds
1270,home,brew
1271,sweet,briar
1272,fire,brick
1273,gold,brick
1274,gold,bricking
1275,gold,bricks
1276,fire,bricks
1277,fly,bridge
1278,foot,bridge
1279,weigh,bridge
1280,draw,bridge
1281,draw,bridges
1282,foot,bridges
1283,weigh,bridges
1284,green,brier
1285,bull,brier
1286,sweet,brier
1287,cat,brier
1288,sweet,briers
1289,stock,broker
1290,pawn,broker
1291,power,broker
1292,stock,brokers
1293,pawn,brokers
1294,middle,brow
1295,high,brow
1296,eye,brow
1297,low,brow
1298,eye,brows
1299,high,brows
1300,low,brows
1301,middle,brows
1302,tooth,brush
1303,red,brush
1304,bottle,brush
1305,paint,brush
1306,clothes,brush
1307,sage,brush
1308,nail,brush
1309,hair,brush
1310,under,brush
1311,air,brush
1312,air,brushes
1313,paint,brushes
1314,tooth,brushes
1315,hair,brushes
1316,under,brushes
1317,nail,brushes
1318,bush,buck
1319,gems,buck
1320,roe,buck
1321,black,buck
1322,saw,buck
1323,prong,buck
1324,water,buck
1325,spring,buck
1326,turn,buckle
1327,swash,buckler
1328,swash,bucklers
1329,turn,buckles
1330,swash,buckling
1331,roe,bucks
1332,saw,bucks
1333,rose,bud
1334,red,bud
1335,taste,bud
1336,rose,buds
1337,croton,bug
1338,red,bug
1339,bed,bug
1340,fire,bug
1341,lady,bug
1342,litter,bug
1343,mealy,bug
1344,spittle,bug
1345,doodle,bug
1346,tumble,bug
1347,jitter,bug
1348,shutter,bug
1349,super,bug
1350,bed,bugs
1351,doodle,bugs
1352,lady,bugs
1353,jitter,bugs
1354,mealy,bugs
1355,shutter,bugs
1356,litter,bugs
1357,fire,bugs
1358,house,builder
1359,body,builder
1360,coach,builder
1361,boat,builder
1362,muscle,builder
1363,ship,builder
1364,home,builder
1365,home,builders
1366,body,builders
1367,ship,builders
1368,body,building
1369,ship,building
1370,muscle,building
1371,light,bulb
1372,flash,bulb
1373,flash,bulbs
1374,stumble,bum
1375,goose,bump
1376,cockle,bur
1377,sand,bur
1378,clot,bur
1379,butter,bur
1380,over,burden
1381,over,burdens
1382,cheese,burger
1383,beef,burger
1384,tuna,burger
1385,cheese,burgers
1386,beef,burgers
1387,side,burn
1388,heart,burn
1389,wind,burn
1390,sun,burn
1391,after,burner
1392,barn,burner
1393,after,burners
1394,heart,burning
1395,side,burns
1396,sun,burns
1397,wind,burns
1398,cockle,burr
1399,cloud,burst
1400,sun,burst
1401,air,burst
1402,cloud,bursts
1403,sun,bursts
1404,trolley,bus
1405,air,bus
1406,motor,bus
1407,air,buses
1408,trolley,buses
1409,flannel,bush
1410,daisy,bush
1411,brittle,bush
1412,lawyer,bush
1413,silver,bush
1414,golden,bush
1415,tangle,bush
1416,rose,bush
1417,skunk,bush
1418,shad,bush
1419,match,bush
1420,salt,bush
1421,stagger,bush
1422,needle,bush
1423,pucker,bush
1424,squaw,bush
1425,spice,bush
1426,fetter,bush
1427,rose,bushes
1428,sod,buster
1429,trust,buster
1430,block,buster
1431,bronco,buster
1432,block,busters
1433,bronco,busters
1434,scuttle,butt
1435,belly,button
1436,belly,buttons
1437,good,bye
1438,good,byes
1439,taxi,cab
1440,taxi,cabs
1441,bird,cage
1442,bird,cages
1443,yellow,cake
1444,batter,cake
1445,flap,cake
1446,cheese,cake
1447,hot,cake
1448,oat,cake
1449,bride,cake
1450,hoe,cake
1451,griddle,cake
1452,coffee,cake
1453,johnny,cake
1454,cup,cake
1455,pan,cake
1456,fruit,cake
1457,short,cake
1458,seed,cake
1459,fried,cake
1460,ash,cake
1461,tea,cake
1462,beef,cake
1463,fried,cakes
1464,short,cakes
1465,pan,cakes
1466,cheese,cakes
1467,cup,cakes
1468,johnny,cakes
1469,hoe,cakes
1470,coffee,cakes
1471,hot,cakes
1472,fruit,cakes
1473,oat,cakes
1474,beef,cakes
1475,griddle,cakes
1476,tea,cakes
1477,cat,call
1478,over,call
1479,bird,call
1480,cat,calls
1481,web,cam
1482,oil,can
1483,ash,can
1484,foot,candle
1485,sugar,cane
1486,water,cannon
1487,oil,cans
1488,ash,cans
1489,can,cans
1490,sky,cap
1491,black,cap
1492,ice,cap
1493,mad,cap
1494,hub,cap
1495,night,cap
1496,knee,cap
1497,skull,cap
1498,toe,cap
1499,snow,cap
1500,bottle,cap
1501,fools,cap
1502,milk,cap
1503,red,cap
1504,mob,cap
1505,waxy,cap
1506,white,cap
1507,seas,cape
1508,lands,cape
1509,waters,cape
1510,lands,caper
1511,lands,capes
1512,mad,caps
1513,toe,caps
1514,ice,caps
1515,knee,caps
1516,sky,caps
1517,hub,caps
1518,red,caps
1519,skull,caps
1520,night,caps
1521,white,caps
1522,tram,car
1523,box,car
1524,horse,car
1525,motor,car
1526,stock,car
1527,rail,car
1528,hand,car
1529,side,car
1530,flat,car
1531,street,car
1532,flash,card
1533,key,card
1534,post,card
1535,cash,card
1536,score,card
1537,race,card
1538,letter,card
1539,time,card
1540,echo,cardiogram
1541,flash,cards
1542,post,cards
1543,score,cards
1544,after,care
1545,child,care
1546,health,care
1547,skin,care
1548,hair,care
1549,day,care
1550,under,carriage
1551,under,carriages
1552,hand,cars
1553,flat,cars
1554,box,cars
1555,street,cars
1556,side,cars
1557,motor,cars
1558,tram,cars
1559,apple,cart
1560,golf,cart
1561,push,cart
1562,dust,cart
1563,hand,cart
1564,tea,cart
1565,dump,cart
1566,dog,cart
1567,pony,cart
1568,push,carts
1569,hand,carts
1570,dust,carts
1571,dog,carts
1572,wood,carver
1573,wood,carvers
1574,heads,carves
1575,wood,carving
1576,wood,carvings
1577,note,case
1578,crank,case
1579,upper,case
1580,brief,case
1581,brain,case
1582,seed,case
1583,door,case
1584,show,case
1585,card,case
1586,book,case
1587,suit,case
1588,pillow,case
1589,lower,case
1590,nut,case
1591,stair,case
1592,book,cases
1593,crank,cases
1594,brief,cases
1595,show,cases
1596,seed,cases
1597,pillow,cases
1598,stair,cases
1599,nut,cases
1600,suit,cases
1601,video,cassette
1602,audio,cassette
1603,video,cassettes
1604,color,cast
1605,colour,cast
1606,down,cast
1607,over,cast
1608,sports,cast
1609,broad,cast
1610,news,cast
1611,worm,cast
1612,rough,cast
1613,broad,caster
1614,sports,caster
1615,news,caster
1616,sports,casters
1617,news,casters
1618,broad,casters
1619,broad,casting
1620,over,casting
1621,broad,castings
1622,card,castle
1623,sports,casts
1624,out,casts
1625,news,casts
1626,broad,casts
1627,over,casts
1628,hell,cat
1629,tom,cat
1630,bear,cat
1631,bob,cat
1632,wild,cat
1633,pole,cat
1634,mud,cat
1635,pussy,cat
1636,copy,cat
1637,oyster,catcher
1638,cow,catcher
1639,fly,catcher
1640,gnat,catcher
1641,cow,catchers
1642,fly,catchers
1643,summer,caters
1644,wild,cats
1645,pole,cats
1646,tom,cats
1647,copy,cats
1648,hell,cats
1649,bob,cats
1650,pussy,cats
1651,salt,cellar
1652,salt,cellars
1653,job,centre
1654,high,chair
1655,push,chair
1656,arm,chair
1657,wheel,chair
1658,push,chairs
1659,high,chairs
1660,wheel,chairs
1661,arm,chairs
1662,bed,chamber
1663,bed,chambers
1664,plain,chant
1665,under,charge
1666,over,charge
1667,under,charges
1668,over,charges
1669,flow,chart
1670,flow,charts
1671,steeple,chase
1672,steeple,chaser
1673,steeple,chases
1674,chit,chat
1675,stone,chat
1676,back,chat
1677,whin,chat
1678,chit,chats
1679,wind,cheater
1680,wind,cheaters
1681,cross,check
1682,pay,check
1683,pay,checks
1684,cross,checks
1685,head,cheese
